Accelerometer Data
Timestamp,X,Y,Z
2025-03-03T16:05:17.680586,-0.05,0.13,1.0
2025-03-03T16:05:17.691725,-0.05,0.13,0.99
2025-03-03T16:05:17.694907,-0.05,0.13,1.0
2025-03-03T16:05:17.772842,-0.05,0.13,0.99
2025-03-03T16:05:17.776948,-0.05,0.13,1.0
2025-03-03T16:05:17.780035,-0.05,0.13,1.0
2025-03-03T16:05:17.912160,-0.05,0.13,0.99
2025-03-03T16:05:17.915699,-0.05,0.13,1.0
2025-03-03T16:05:17.918342,-0.05,0.13,0.99
2025-03-03T16:05:17.921012,-0.05,0.13,1.0
2025-03-03T16:05:18.000919,-0.05,0.13,0.99
2025-03-03T16:05:18.004372,-0.05,0.13,1.0
2025-03-03T16:05:18.007739,-0.05,0.13,0.99
2025-03-03T16:05:18.010912,-0.05,0.13,0.99
2025-03-03T16:05:18.013698,-0.05,0.13,1.0
2025-03-03T16:05:18.104652,-0.05,0.13,0.99
2025-03-03T16:05:18.112096,-0.05,0.13,0.99
2025-03-03T16:05:18.115649,-0.05,0.13,0.99
2025-03-03T16:05:18.190042,-0.05,0.13,1.0
2025-03-03T16:05:18.193554,-0.05,0.13,0.99
2025-03-03T16:05:18.264216,-0.05,0.13,0.99
2025-03-03T16:05:18.267488,-0.05,0.14,1.0
2025-03-03T16:05:18.271003,-0.05,0.13,1.0
2025-03-03T16:05:18.337020,-0.05,0.13,0.99
2025-03-03T16:05:18.339759,-0.05,0.13,0.99
2025-03-03T16:05:18.407998,-0.05,0.13,0.99
2025-03-03T16:05:18.410641,-0.05,0.13,0.99
2025-03-03T16:05:18.412662,-0.05,0.13,1.0
2025-03-03T16:05:18.465662,-0.05,0.13,1.0
2025-03-03T16:05:18.468480,-0.05,0.13,0.99
2025-03-03T16:05:18.533284,-0.05,0.13,0.99
2025-03-03T16:05:18.536416,-0.05,0.13,0.99
2025-03-03T16:05:18.614701,-0.05,0.13,1.0
2025-03-03T16:05:18.617338,-0.05,0.13,0.99
2025-03-03T16:05:18.619989,-0.05,0.13,1.0
2025-03-03T16:05:18.673366,-0.05,0.13,0.99
2025-03-03T16:05:18.676485,-0.05,0.13,0.99
2025-03-03T16:05:18.735628,-0.05,0.13,1.0
2025-03-03T16:05:18.804990,-0.06,0.13,1.0
2025-03-03T16:05:18.807413,-0.05,0.13,0.99
2025-03-03T16:05:18.812294,-0.05,0.13,1.0
2025-03-03T16:05:18.813883,-0.05,0.13,0.99
2025-03-03T16:05:18.867742,-0.06,0.13,0.99
2025-03-03T16:05:18.937694,-0.05,0.13,0.99
2025-03-03T16:05:18.944267,-0.05,0.13,1.0
2025-03-03T16:05:19.005982,-0.05,0.13,0.99
2025-03-03T16:05:19.008517,-0.05,0.13,0.99
