Timestamp,X,Y,Z,Label,Exercise,Rep_Number,Set_Number
11:05.9,-0.220000071,-0.019999992,0.9799999876422711,no_rep,romanian_deadlift,0,0
11:05.9,-0.22000005,-0.020000006,0.9800000109006921,no_rep,romanian_deadlift,0,0
11:05.9,-0.219999874,-0.020000047,0.9800000753956303,no_rep,romanian_deadlift,0,0
11:05.9,-0.219999472,-0.020000108,0.9800001669072926,no_rep,romanian_deadlift,0,0
11:05.9,-0.219999012,-0.020000123,0.980000181,no_rep,romanian_deadlift,0,0
11:05.9,-0.219999231,-0.019999939,0.9799998825734708,no_rep,romanian_deadlift,0,0
11:05.9,-0.220001524,-0.01999938,0.9799990120888431,no_rep,romanian_deadlift,0,0
11:05.9,-0.220007013,-0.019998521,0.9799977195382746,no_rep,romanian_deadlift,0,0
11:05.9,-0.220013648,-0.01999822,0.9799973732383835,no_rep,romanian_deadlift,0,0
11:05.9,-0.220011669,-0.020000555,0.9800011778811695,no_rep,romanian_deadlift,0,0
11:05.9,-0.219981828,-0.020008074,0.9800128983066498,no_rep,romanian_deadlift,0,0
11:05.9,-0.219907173,-0.020020126,0.9800310810643876,no_rep,romanian_deadlift,0,0
11:05.9,-0.219811985,-0.020025555,0.9800378840742769,no_rep,romanian_deadlift,0,0
11:05.9,-0.219825293,-0.019996118,0.9799896660981702,no_rep,romanian_deadlift,0,0
11:05.9,-0.220212044,-0.019895323,0.979832246,no_rep,romanian_deadlift,0,0
11:05.9,-0.221224978,-0.019726871,0.9795774196828304,no_rep,romanian_deadlift,0,0
11:05.9,-0.22258326,-0.019635197,0.9794569201901038,no_rep,romanian_deadlift,0,0
11:05.9,-0.222660696,-0.020003246,0.9800636068036024,no_rep,romanian_deadlift,0,0
11:05.9,-0.218486689,-0.021351074,0.9821727097860483,no_rep,romanian_deadlift,0,0
11:05.9,-0.208904781,-0.023697678,0.9857315525447272,no_rep,romanian_deadlift,0,0
11:05.9,-0.19884595,-0.026190671,0.9888392243516807,no_rep,romanian_deadlift,0,0
11:05.9,-0.196348829,-0.028583314,0.9890752607772152,no_rep,romanian_deadlift,0,0
11:05.9,-0.203541604,-0.031844961,0.9861239800730672,no_rep,romanian_deadlift,0,0
11:05.9,-0.214608649,-0.03473368,0.9817456997309281,no_rep,romanian_deadlift,0,0
11:05.9,-0.223015751,-0.032900389,0.977784171,no_rep,romanian_deadlift,0,0
11:05.9,-0.227402387,-0.025041855,0.97536184,no_rep,romanian_deadlift,0,0
11:05.9,-0.230688966,-0.016095458,0.9747415270584254,no_rep,romanian_deadlift,0,0
11:05.9,-0.235212407,-0.011578604,0.9751886915753011,no_rep,romanian_deadlift,0,0
11:05.9,-0.238215928,-0.012233369,0.9760817073259072,no_rep,romanian_deadlift,0,0
11:05.9,-0.233540469,-0.015807787,0.9778610256146644,no_rep,romanian_deadlift,0,0
11:05.9,-0.220317038,-0.020634025,0.980645959,no_rep,romanian_deadlift,0,0
11:05.9,-0.207048402,-0.025163132,0.982925931,no_rep,romanian_deadlift,0,0
11:05.9,-0.203302542,-0.02710041,0.983167159,no_rep,romanian_deadlift,0,0
11:05.9,-0.209506088,-0.026371684,0.9820397435320933,no_rep,romanian_deadlift,0,0
11:05.9,-0.218073123,-0.027328726,0.982136005,no_rep,romanian_deadlift,0,0
11:05.9,-0.220575535,-0.034389055,0.9861815382270019,no_rep,romanian_deadlift,0,0
11:05.9,-0.210886457,-0.044324271,0.9949051356032002,no_rep,romanian_deadlift,0,0
11:05.9,-0.190363019,-0.045019549,1.003837025542371,no_rep,romanian_deadlift,0,0
11:05.9,-0.174918694,-0.026403015,1.0038018370295727,no_rep,romanian_deadlift,0,0
11:05.9,-0.188911178,0.004662601,0.9919118457300268,no_rep,romanian_deadlift,0,0
11:05.9,-0.245176862,0.024915204230917105,0.9823591165549539,no_rep,romanian_deadlift,0,0
11:05.9,-0.328129465,0.015738007926355956,0.997610864,no_rep,romanian_deadlift,0,0
11:05.9,-0.393865313,-0.019101314,1.0453122561174875,no_rep,romanian_deadlift,0,0
11:05.9,-0.38929564,-0.059516715,1.107081994873801,no_rep,romanian_deadlift,0,0
11:05.9,-0.290497281,-0.087466424,1.153906749208487,no_rep,romanian_deadlift,0,0
11:05.9,-0.136991425,-0.095905791,1.171896325062074,no_rep,romanian_deadlift,0,0
11:05.9,-0.009199,-0.08540661,1.168661618726361,no_rep,romanian_deadlift,0,0
11:05.9,0.032717180580761396,-0.060763999,1.1589856065653665,no_rep,romanian_deadlift,0,0
11:05.9,-0.026536648,-0.034298783,1.1526278022514787,no_rep,romanian_deadlift,0,0
11:05.9,-0.162350634,-0.02449968,1.1528359301016893,no_rep,romanian_deadlift,0,0
11:05.9,-0.310720714,-0.040473725,1.1590251867755517,no_rep,romanian_deadlift,0,0
11:05.9,-0.396920134,-0.072163603,1.1690038899770392,no_rep,romanian_deadlift,0,0
11:05.9,-0.389633958,-0.10287637,1.1795478060021958,no_rep,romanian_deadlift,0,0
11:05.9,-0.313393083,-0.123348927,1.1871442407604964,no_rep,romanian_deadlift,0,0
11:05.9,-0.215844415,-0.130694147,1.1891056534628406,no_rep,romanian_deadlift,0,0
11:05.9,-0.141151981,-0.123715756,1.1819319732991451,no_rep,romanian_deadlift,0,0
11:05.9,-0.115586957,-0.104712836,1.1623459927152657,no_rep,romanian_deadlift,0,0
11:05.9,-0.136189704,-0.081535967,1.134520968230837,no_rep,romanian_deadlift,0,0
11:05.9,-0.178483743,-0.061982877,1.1092326066929776,no_rep,romanian_deadlift,0,0
11:05.9,-0.220149553,-0.046855717,1.090708661902957,no_rep,romanian_deadlift,0,0
11:05.9,-0.252948549,-0.031105379,1.0701259865121309,no_rep,romanian_deadlift,0,0
11:05.9,-0.27476785,-0.011126359,1.036136167106109,no_rep,romanian_deadlift,0,0
11:05.9,-0.279868875,0.009053638,0.9889285250660689,no_rep,romanian_deadlift,0,0
11:05.9,-0.262274499,0.019873254,0.9373237387276881,no_rep,romanian_deadlift,0,0
11:05.9,-0.224609054,0.016968230091153065,0.8844727171528328,no_rep,romanian_deadlift,0,0
11:05.9,-0.178257283,0.007932767,0.8267518709870572,no_rep,romanian_deadlift,0,0
11:05.9,-0.136058998,0.004553846,0.7636085391708172,rep,romanian_deadlift,1,1
11:05.9,-0.105750437,0.00989135,0.7010779735763552,rep,romanian_deadlift,1,1
11:05.9,-0.088809993,0.017353121,0.6478141245982103,rep,romanian_deadlift,1,1
11:05.9,-0.085501237,0.020598774908009407,0.6121875545162087,rep,romanian_deadlift,1,1
11:05.9,-0.099450318,0.019363345365077143,0.6045173489624572,rep,romanian_deadlift,1,1
