Timestamp,Raw Z,Normalized Z,Smoothed Z,Rep Detected,isIdle,Current Reps,Current Sets
2025-04-12T14:31:06.499793,-9.08,0.5700000000000003,0.8900000000000002,0,0,0,0
2025-04-12T14:31:06.531914,-9.72,-0.07000000000000028,0.732,0,0,0,0
2025-04-12T14:31:06.537795,-9.9,-0.25,0.47399999999999987,0,0,0,0
2025-04-12T14:31:06.568173,-10.08,-0.4299999999999997,0.16799999999999998,0,0,0,0
2025-04-12T14:31:06.599552,-9.97,-0.3200000000000003,-0.1,0,0,0,0
2025-04-12T14:31:06.601648,-9.71,-0.0600000000000005,-0.22600000000000015,0,0,0,0
2025-04-12T14:31:06.673942,-9.71,-0.0600000000000005,-0.2240000000000002,0,0,0,0
2025-04-12T14:31:06.679605,-9.89,-0.2400000000000002,-0.22200000000000025,0,0,0,0
2025-04-12T14:31:06.736485,-10.07,-0.41999999999999993,-0.22000000000000028,0,0,0,0
2025-04-12T14:31:06.738858,-10.0,-0.34999999999999964,-0.22600000000000015,0,0,0,0
2025-04-12T14:31:06.747240,-9.97,-0.3200000000000003,-0.27800000000000014,0,0,0,0
2025-04-12T14:31:06.814027,-9.89,-0.2400000000000002,-0.31400000000000006,0,0,0,0
2025-04-12T14:31:06.816583,-9.77,-0.11999999999999922,-0.28999999999999987,0,0,0,0
2025-04-12T14:31:06.818904,-9.75,-0.09999999999999964,-0.2259999999999998,0,0,0,0
2025-04-12T14:31:06.866900,-9.78,-0.129999999999999,-0.18199999999999966,0,0,0,0
2025-04-12T14:31:06.869095,-9.88,-0.23000000000000043,-0.1639999999999997,0,0,0,0
2025-04-12T14:31:06.872605,-9.93,-0.27999999999999936,-0.17199999999999954,0,0,0,0
2025-04-12T14:31:06.910856,-10.02,-0.3699999999999992,-0.22199999999999953,0,0,0,0
2025-04-12T14:31:06.913034,-10.03,-0.379999999999999,-0.2779999999999994,0,0,0,0
2025-04-12T14:31:06.966427,-9.98,-0.33000000000000007,-0.3179999999999996,0,0,0,0
2025-04-12T14:31:06.969665,-9.86,-0.20999999999999908,-0.31399999999999934,0,0,0,0
2025-04-12T14:31:06.974139,-9.67,-0.019999999999999574,-0.2619999999999994,0,0,0,0
